,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Pri Body Col,Sec Body Col,Body Pattern,Num Body Cols,Pri Leg Col,Sec Leg Col,Leg Pattern,Num Leg Cols,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Mean Precipitation,Mean Evapotranspiration,MidRange Latitude,PC1
3908,Van Deusen's Rat,Rodentia,Muridae,Rattus,Rattus vandeuseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,-9.83,NA
3909,Slender Rat,Rodentia,Muridae,Rattus,Rattus verecundus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.43,1673.74,-5.98,-2.796655421
3910,Long-Haired Rat,Rodentia,Muridae,Rattus,Rattus villosissimus,F4,F1,1,2,F4,A1,4,3,A1,NA,0,1,E5,NA,0,1,35.29,455.63,-21.35,1.488283236
3911,Northeastern Xanthurus Rat,Rodentia,Muridae,Rattus,Rattus xanthurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.54,NA,1.01,NA
3912,Four-Striped Grass Mouse,Rodentia,Muridae,Rhabdomys,Rhabdomys pumilio,F2,A1,3,3,F2,A1,"3, 4",5,F2,A1,2,2,D3,C5,1,3,NA,NA,NA,NA
3913,Great Gerbil,Rodentia,Muridae,Rhombomys,Rhombomys opimus,F1,A1,3,4,F1,A1,4,2,F1,A1,2,2,G2,NA,0,1,16.52,198.64,38.35,2.063388157
3914,Mount Banahaw Shrew Rat,Rodentia,Muridae,Rhynchomys,Rhynchomys banahao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3915,Mount Isarog Shrew Rat,Rodentia,Muridae,Rhynchomys,Rhynchomys isarogensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,13.65,NA
3916,Mount Data Shrew Rat,Rodentia,Muridae,Rhynchomys,Rhynchomys soricoides,F3,D1,3,3,F3,A1,4,3,A1,E3,2,2,1,E4,1,2,316,1443,16.85,-2.726565708
3917,Mount Tapulao Shrew Rat,Rodentia,Muridae,Rhynchomys,Rhynchomys tapulao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3918,Paulina's Limestone Rat,Rodentia,Muridae,Saxatilomys,Saxatilomys paulinae,B3,NA,0,1,B4,B3,4,2,B3,NA,0,1,C4,NA,0,1,NA,NA,NA,NA
3919,Bushy-Tailed Jird,Rodentia,Muridae,Sekeetamys,Sekeetamys calurus,G1,F2,1,3,G1,F2,4,3,A1,NA,0,1,C5,D2,2,2,3.26,71.42,25.29,2.386233758
3920,Poncelet's Giant Rat,Rodentia,Muridae,Solomys,Solomys ponceleti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.39,NA,-6.41,NA
3921,Ugi Island Giant Rat,Rodentia,Muridae,Solomys,Solomys salamonis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.06,NA
3922,Bougainville Island Giant Rat,Rodentia,Muridae,Solomys,Solomys salebrosus,E3,E5,3,3,E4,F1,4,3,E1,F1,2,2,C5,NA,0,1,182.39,NA,-6.41,NA
3923,Isabel Island Giant Rat,Rodentia,Muridae,Solomys,Solomys sapientis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.99,NA,-8.04,NA
3924,Sommer's Sulawesi Rat,Rodentia,Muridae,Sommeromys,Sommeromys macrorhinos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3925,Kalinga Shrew Mouse,Rodentia,Muridae,Soricomys,Soricomys kalinga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3926,Leonardo Shrew Mouse,Rodentia,Muridae,Soricomys,Soricomys leonardcoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3927,Mountain Shrew Mouse,Rodentia,Muridae,Soricomys,Soricomys montanus,F4,F1,1,2,F4,F1,4,2,E3,NA,0,1,E4,NA,0,1,NA,NA,NA,NA
3928,Sierra Madre Shrew Mouse,Rodentia,Muridae,Soricomys,Soricomys musseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3929,Ohiya Rat,Rodentia,Muridae,Srilankamys,Srilankamys ohiensis,E3,A1,3,4,E2,A1,4,4,A1,E2,1,2,1,NA,0,1,148.28,1516.81,6.95,-1.227589861
3930,Ethiopian White-Footed Rat,Rodentia,Muridae,Stenocephalemys,Stenocephalemys albipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.33,986.57,9.49,0.163022822
3931,Ethiopian White-Tailed Rat,Rodentia,Muridae,Stenocephalemys,Stenocephalemys albocaudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.76,936.98,8.09,0.340790856
3932,Ethiopian Grey-Tailed Rat,Rodentia,Muridae,Stenocephalemys,Stenocephalemys griseicauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.04,933.83,9.85,0.246804588
3933,Rupp's Ethiopian Rat,Rodentia,Muridae,Stenocephalemys,Stenocephalemys ruppi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.48,1152.73,6.05,0.098669591
3934,Target Rat,Rodentia,Muridae,Stochomys,Stochomys longicaudatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.47,1402.8,0.35,-1.083168426
3935,Mountain Giant Rat,Rodentia,Muridae,Sundamys,Sundamys infraluteus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.69,1744.69,0.29,-2.504359492
3936,Javan Giant Rat,Rodentia,Muridae,Sundamys,Sundamys maxi,F5,D1,3,3,D3,D1,4,2,D1,A1,3,3,E5,NA,0,1,253.5,1619,-7.16,-2.396027068
3937,Müller's Giant Rat,Rodentia,Muridae,Sundamys,Sundamys muelleri,F2,F4,1,2,F3,F4,4,3,G2,G1,2,2,E3,NA,0,1,245.45,1682.71,3.19,-2.416481532
3938,Salokko Rat,Rodentia,Muridae,Taeromys,Taeromys arcuatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,-3.6,NA
3939,Lovely-Haired Rat,Rodentia,Muridae,Taeromys,Taeromys callitrichus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.89,1815.99,-1.56,-2.452354499
3940,Celebes Rat,Rodentia,Muridae,Taeromys,Taeromys celebensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.89,1815.99,-1.56,-2.452354499
3941,Sulawesi Montane Rat,Rodentia,Muridae,Taeromys,Taeromys hamatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.49,1799.49,-1.57,-2.27897168
3942,Small-Eared Rat,Rodentia,Muridae,Taeromys,Taeromys microbullatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,Sulawesi Forest Rat,Rodentia,Muridae,Taeromys,Taeromys punicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,1816,-1.6,-2.3380688
3944,Tondano Rat,Rodentia,Muridae,Taeromys,Taeromys taerae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,1.33,NA
3945,Dusky Long-Footed Rat,Rodentia,Muridae,Tarsomys,Tarsomys apoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.22,1567.94,7.59,-1.411279793
3946,Spiny Long-Footed Rat,Rodentia,Muridae,Tarsomys,Tarsomys echinatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1437,6.36,-0.506313292
3947,Long-Tailed Sulawesian Shrew Rat,Rodentia,Muridae,Tateomys,Tateomys macrocercus,C3,C1,1,2,C3,C1,4,2,C1,C2,1,2,C4,NA,0,1,209,1783,-1.22,-2.220097538
3948,Tate's Sulawesian Shrew Rat,Rodentia,Muridae,Tateomys,Tateomys rhinogradoides,C3,C1,3,3,C1,D3,"4, 6",4,C1,A1,1,2,C4,NA,0,1,221.03,1818.6,-3.21,-2.390416117
3949,Indian Gerbil,Rodentia,Muridae,Tatera,Tatera indica,F2,F4,3,5,F2,F5,4,3,A1,G2,1,2,1,NA,0,1,54.99,501.55,20.87,1.2283827
3950,Robbins' Tateril,Rodentia,Muridae,Taterillus,Taterillus arenarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13,264.52,16.51,1.93712437
3951,Congo Tateril,Rodentia,Muridae,Taterillus,Taterillus congicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.11,980.01,8.08,0.069466759
3952,Emin's Tateril,Rodentia,Muridae,Taterillus,Taterillus emini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.81,871.66,5.37,0.517529175
3953,Gracile Tateril,Rodentia,Muridae,Taterillus,Taterillus gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.39,510.08,14.29,1.326796224
3954,Lake Chad Tateril,Rodentia,Muridae,Taterillus,Taterillus lacustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,596.84,12.37,1.128091101
3955,Petter's Tateril,Rodentia,Muridae,Taterillus,Taterillus petteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.46,549.68,14.26,1.255695532
3956,Senegal Tateril,Rodentia,Muridae,Taterillus,Taterillus pygargus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.49,539.05,15.13,1.18521297
3957,Tranier's Tateril,Rodentia,Muridae,Taterillus,Taterillus tranieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,Loring's Rat,Rodentia,Muridae,Thallomys,Thallomys loringi,D2,A1,3,3,D2,A1,4,3,A1,D2,1,2,E4,E3,2,2,62.9,981.56,-1.74,0.415180692
3959,Black-Tailed Rat,Rodentia,Muridae,Thallomys,Thallomys nigricauda,C1,A1,3,3,C1,A1,4,3,A1,C1,2,2,E5,NA,0,1,38.31,514.29,-21.81,1.36916594
3960,Acacia Rat,Rodentia,Muridae,Thallomys,Thallomys paedulcus,D1,A1,3,4,D1,A1,4,3,A1,NA,0,1,E2,NA,0,1,72.41,845.03,-11.04,0.533431087
3961,Shortridge's Rat,Rodentia,Muridae,Thallomys,Thallomys shortridgei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,158.23,-28.53,2.181395527
3962,Kemp's Thicket Rat,Rodentia,Muridae,Thamnomys,Thamnomys kempi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.83,1345.29,-1.42,-0.556102239
3963,Schouteden's Thicket Rat,Rodentia,Muridae,Thamnomys,Thamnomys schoutedeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3964,Charming Thicket Rat,Rodentia,Muridae,Thamnomys,Thamnomys venustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.45,1387.79,-1.08,-0.685009833
3965,Okinawa Spiny Rat,Rodentia,Muridae,Tokudaia,Tokudaia muenninki,F2,F4,3,3,D3,F2,6,2,A1,F2,1,2,E4,NA,0,1,NA,NA,26.47,NA
3966,Ryukyu Spiny Rat,Rodentia,Muridae,Tokudaia,Tokudaia osimensis,F2,F4,1,3,F2,F4,4,3,A1,NA,0,1,E4,NA,0,1,NA,NA,28.31,NA
3967,Tokunoshima Spiny Rat,Rodentia,Muridae,Tokudaia,Tokudaia tokunoshimensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3968,Daovantien's Limestone Rat,Rodentia,Muridae,Tonkinomys,Tonkinomys daovantieni,C5,A1,3,2,C5,B4,6,2,B4,NA,0,1,C4,G1,2,2,NA,NA,NA,NA
3969,Luzon Short-Nosed Rat,Rodentia,Muridae,Tryphomys,Tryphomys adustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.43,1269.93,14.99,-1.65740256
3970,Rudd's Bristle-Furred Rat,Rodentia,Muridae,Uranomys,Uranomys ruddi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.61,1050.33,-4.09,-0.206756313
3971,Black-Tailed Giant Rat,Rodentia,Muridae,Uromys,Uromys anak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.1,1689.44,-6.6,-2.586876866
3972,Biak Giant Rat,Rodentia,Muridae,Uromys,Uromys boeadii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3973,White-Tailed Giant Rat,Rodentia,Muridae,Uromys,Uromys caudimaculatus,D2,F2,1,3,D2,F2,4,3,D2,A1,2,2,C4,A1,2,2,231.39,1544.47,-9.25,-2.069021716
3974,Emma's Giant Rat,Rodentia,Muridae,Uromys,Uromys emmae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3975,Masked White-Tailed Giant Rat,Rodentia,Muridae,Uromys,Uromys hadrourus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.43,1161.29,-16.86,-0.442722021
3976,Emperor Giant Rat,Rodentia,Muridae,Uromys,Uromys imperator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,-9.59,NA
3977,Bismarck Giant Rat,Rodentia,Muridae,Uromys,Uromys neobritannicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3978,Guadalcanal Giant Rat,Rodentia,Muridae,Uromys,Uromys porculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3979,King Giant Rat,Rodentia,Muridae,Uromys,Uromys rex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,-9.59,NA
3980,Great Key Island Giant Rat,Rodentia,Muridae,Uromys,Uromys siebersi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3981,Nilgiri Long-Tailed Tree Mouse,Rodentia,Muridae,Vandeleuria,Vandeleuria nilagirica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3982,Sri Lankan Long-Tailed Tree Mouse,Rodentia,Muridae,Vandeleuria,Vandeleuria nolthenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.65,1536.25,7.14,-1.328293632
3983,Asiatic Long-Tailed Tree Mouse,Rodentia,Muridae,Vandeleuria,Vandeleuria oleracea,G2,A1,1,3,G2,F3,"4, 6",3,G1,A1,2,2,E4,C1,1,2,127.71,930.85,17.76,-0.129974967
3984,Vernay's Climbing Mouse,Rodentia,Muridae,Vernaya,Vernaya fulva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.48,829.31,29.69,0.355022308
3985,Mamasa Water Rat,Rodentia,Muridae,Waiomys,Waiomys mamasae,E4,A1,1,2,E3,A1,4,2,A1,NA,0,1,C4,A1,1,2,NA,NA,NA,NA
3986,Rock-Dwelling Giant Rat,Rodentia,Muridae,Xenuromys,Xenuromys barbatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.38,1699.19,-6.58,-2.642994683
3987,Water Mouse,Rodentia,Muridae,Xeromys,Xeromys myoides,D2,A1,1,2,D2,A1,4,2,C1,A1,2,2,1,NA,0,1,103.71,1056.06,-18.48,-0.091545598
3988,Hildegarde's Broad-Headed Mouse,Rodentia,Muridae,Zelotomys,Zelotomys hildegardeae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.6,1045.09,-4.15,-0.054414866
3989,Woosnam's Broad-Headed Mouse,Rodentia,Muridae,Zelotomys,Zelotomys woosnami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.83,461.02,-22.56,1.503654193
3990,Common Rock Rat,Rodentia,Muridae,Zyzomys,Zyzomys argurus,G1,F2,1,3,G1,F2,4,3,A1,NA,0,1,1,NA,0,1,62.33,692.93,-18.3,0.863915426
3991,Arnhem Rock Rat,Rodentia,Muridae,Zyzomys,Zyzomys maini,D2,D1,1,3,D1,D2,4,3,A1,D2,1,2,C1,C3,6,3,90.76,877.9,-13.98,0.306549545
3992,Carpentarian Rock Rat,Rodentia,Muridae,Zyzomys,Zyzomys palatalis,F1,F4,1,3,C2,F4,"4, 6",4,F1,A1,1,2,C1,NA,0,1,49,637.9,-17.81,1.07657024
3993,Central Rock Rat,Rodentia,Muridae,Zyzomys,Zyzomys pedunculatus,D2,A1,3,3,D2,F2,4,3,D2,A1,1,2,C4,A1,1,2,21.64,291.82,-22.81,1.871070027
3994,Kimberley Rock Rat,Rodentia,Muridae,Zyzomys,Zyzomys woodwardi,D2,A1,3,2,D2,A1,4,2,D2,A1,2,2,D2,A1,6,3,79.45,798.86,-15.54,0.536658342
3995,Coypu,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,F1,B1,3,3,F4,E3,6,2,E5,E3,1,2,E3,NA,0,1,70.13,707.15,-35.41,0.76709444
3996,Long-Tailed Pouched Rat,Rodentia,Nesomyidae,Beamys,Beamys hindei,C4,A1,1,2,C4,D2,"4, 6",3,C2,A1,1,2,C4,A1,2,2,85.18,1011.87,-6.85,0.154450685
3997,White-Tailed Tree Rat,Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys albicauda,G2,D3,3,2,F4,A1,4,3,F5,A1,1,2,E4,A1,2,2,181.85,1362.92,-18.45,-1.313973158
3998,Hairy-Tailed Tree Rat,Rodentia,Nesomyidae,Brachytarsomys,Brachytarsomys villosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3999,Betsileo Short-Tailed Rat,Rodentia,Nesomyidae,Brachyuromys,Brachyuromys betsileoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.8,1274.34,-20.07,-1.042873388
4000,Gregarious Short-Tailed Rat,Rodentia,Nesomyidae,Brachyuromys,Brachyuromys ramirohitra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.25,1331.92,-21.44,-1.145239366
4001,Forest Giant Pouched Rat,Rodentia,Nesomyidae,Cricetomys,Cricetomys emini,E3,A1,1,2,E3,A1,"4, 6",3,E3,A1,2,2,1,NA,0,1,148.27,1333.83,1.58,-0.946487467
4002,Northern Giant Pouched Rat,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,F4,C5,3,4,D2,F5,4,3,A1,D2,1,3,A1,NA,0,1,NA,NA,NA,NA
4003,Delany's Swamp Mouse,Rodentia,Nesomyidae,Delanymys,Delanymys brooksi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.18,1365.68,-1.73,-0.65807268
4004,Montane African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus insignis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.36,1007.11,2.98,0.246549222
4005,Mount Kahuzi African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus kahuziensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.07,1445.49,-2.35,-0.93339248
4006,Kivu African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus kivu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.07,1377.25,NA,-0.665170312
4007,Lachaise's African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus lachaisei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4008,Lovat's African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus lovati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.72,959.84,9.08,0.190710289
4009,Grey African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus melanotis,D2,A1,3,3,D2,A1,"3, 4",3,D2,A1,1,2,1,A1,2,2,96.4,994.37,-11.44,0.0734656
4010,Brants' African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus mesomelas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.63,913.32,-14.74,0.330309691
4011,Banana African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus messorius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.62,1280.55,3.9,-0.714217521
4012,Chestnut African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus mystacalis,F2,A1,1,3,F3,F2,"3, 4, 6",5,A1,NA,0,1,1,NA,0,1,88.83,954.26,-10.6,0.207835369
4013,Nyika African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus nyikae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.05,873.4,-13.31,0.339512087
4014,Cameroon African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus oreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.22,1259.4,4.87,-1.821863615
4015,Rupp's African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus ruppi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4016,Vernay's African Climbing Mouse,Rodentia,Nesomyidae,Dendromus,Dendromus vernayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.65,921.01,-11.39,0.135656758
4017,Velvet African Climbing Mouse,Rodentia,Nesomyidae,Dendroprionomys,Dendroprionomys rousseloti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.19,1119.8,-4.32,-0.309405316
4018,Tsingy Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus antsingy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4019,Carleton's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus carletoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4020,Daniel's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus danieli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4021,Ellerman's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus ellermani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4022,Grandidier's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus grandidieri,E4,F2,3,3,E4,F2,"4, 6",3,E4,A1,2,2,1,A1,2,2,NA,NA,NA,NA
4023,Major's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus majori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.65,1359.57,-17.69,-1.239613386
4024,Lesser Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus minor,D3,B1,3,3,D3,B1,4,2,B1,NA,0,1,1,E1,2,2,187.18,1362.27,-18.53,-1.364213343
4025,Western Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus myoxinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.98,880.11,-19.02,0.377946368
4026,White-Tipped Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus penicillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.97,1412.47,-20.46,-1.458514191
4027,Petter's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus petteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4028,Tanala Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus tanala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.57,1332.76,-20.2,-1.361096199
4029,Webb's Tuft-Tailed Rat,Rodentia,Nesomyidae,Eliurus,Eliurus webbi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.33,1366.14,-17.71,-1.285079684
4030,Voalavoanala,Rodentia,Nesomyidae,Gymnuromys,Gymnuromys roberti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.18,1311.25,-20.64,-1.199341967
4031,Malagasy Giant Jumping Rat,Rodentia,Nesomyidae,Hypogeomys,Hypogeomys antimena,F4,A1,1,3,F4,A1,4,3,A1,F1,2,2,E5,NA,0,1,78.01,933.42,-20.06,0.343854721
4032,Bastard's Big-Footed Mouse,Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys bastardi,F3,F1,3,3,F3,A1,4,2,A1,NA,0,1,C4,NA,0,1,75.62,859.05,-20.58,0.481041875
4033,Long-Tailed Big-Footed Mouse,Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys ingens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,906.5,-16.36,-0.104981196
4034,Petter's Big-Footed Mouse,Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys petteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
